dia,t_total,t_prueba1,t_prueba2,rechaza,llora,toca,prueba,consume,valence_inicio,arousal_inicio,valence_p1_before,valence_p1_during,valence_p1_after,valence_p2_before,valence_p2_during,valence_p2_after,arousal_p1_before,arousal_p1_during,arousal_p1_after,arousal_p2_before,arousal_p2_during,arousal_p2_after,valence_final,arousal_final,comentarios,id,dia_original,dia_num,fase_dia,valence_mean,arousal_mean,valence_delta,arousal_delta,valence_p1_delta,valence_p2_delta,arousal_p1_delta,arousal_p2_delta,aceptacion_score,va_missing_count,tiene_nota_tecnica,texto_limpio,lex_rechazo_activo,lex_rechazo_activo_score,lex_malestar_emocional,lex_malestar_emocional_score,lex_aceptacion,lex_aceptacion_score,lex_exploracion,lex_exploracion_score,lex_intervencion_adulto,lex_intervencion_adulto_score,lex_autonomia,lex_autonomia_score,lex_problema_datos,lex_problema_datos_score,lex_net_acceptance,score_negacion,sentiment_label,sentiment_pos,sentiment_neg,sentiment_neu,sentiment_score,cond_gira_cara,cond_usa_manos,cond_llora_malestar,cond_juega_alimento,cond_autonomo,cond_adulto_interviene,cond_formato_entero,cond_formato_papilla,cond_video_problema,cond_segunda_prueba,cond_ambivalente
11,34.23,4.7,21.7,0,0,1,1,1,0.1842667,0.1053333,0.2025654,0.1948295,0.1635696,0.1236208,0.1164237,0.1431352,0.8608672,0.8433899,0.8381587,0.432517,0.4072602,0.3873926,0.112975,0.797573,,ID9,11,11,sin_fase,0.155173238,0.584061488,-0.0712917,0.6922397,-0.0389958,0.0195144,-0.0227085,-0.0451244,1,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
12,31.6,4.76,15.26,0,0,1,1,1,0.087325,0,0.2257177,0.172459,0.1392358,0.2269021,0.1841709,0.1567013,0.7235064,0.6617463,0.5881135,0.7060631,0.6407735,0.5641809,0.167147,0.1754772,,ID9,12,12,sin_fase,0.16995735,0.507482613,0.079822,0.1754772,-0.0864819,-0.0702008,-0.1353929,-0.1418822,1,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
13,29.06,2.16,22.1,0,0,1,1,1,0.08268309,0.00425,0.2305564,0.2247796,0.1957931,0.1787568,0.1427688,0.1543714,0.4700059,0.4535059,0.5462557,0.3528976,0.3718258,0.4206361,0.2348439,0.4654278,,ID9,13,13,sin_fase,0.180569136,0.3856006,0.15216081,0.4611778,-0.0347633,-0.0243854,0.0762498,0.0677385,1,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
14,24.56,3.8,11.2,0,0,1,1,1,0.3818126,0.8613167,0.1976119,0.1933941,0.1784167,0.2866985,0.1708952,0.1196397,0.8388493,0.81718,0.7819201,0.7299792,0.7204863,0.6925616,0.2175313,0.7023686,,ID9,14,14,sin_fase,0.21825,0.768082725,-0.1642813,-0.1589481,-0.0191952,-0.1670588,-0.0569292,-0.0374176,1,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
15,56.36,5.7,34.73,0,0,1,1,1,0.2230859,0.1543792,0.1497519,0.1208812,0.1182593,0.1265285,0.1314549,0.110943,0.398603,0.7143085,0.8146957,0.5574406,0.4949857,0.4519902,0.1543104,0.278578,,ID9,15,15,sin_fase,0.141901888,0.483122613,-0.0687755,0.1241988,-0.0314926,-0.0155855,0.4160927,-0.1054504,1,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
1E,10.2,1.633,,1,0,1,1,0,0.08271468,0.001320833,0.1024262,0.1304721,0.1850719,,,,0.01386431,0.1375612,0.3311712,,,,0.1100249,0.2804184,Lo prueba una vez y lo devuelve al pocillo.,ID10,1E,1,E,0.122141956,0.152867189,0.02731022,0.279097567,0.0826457,,0.31730689,,0,6,False,lo prueba una vez y lo devuelve al pocillo.,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0
2E,21.466,6.933,13.8,1,0,1,1,0,0.1790129,0.13705,0.2883124,0.3544033,0.3173214,0.5314291,0.4516426,0.5954035,0.4235297,0.5483804,0.6076191,0.7785494,0.7380888,0.685304,0.2443964,0.3104119,Prueba el alimento dos veces y lo devuelve al pocillo.,ID10,2E,2,E,0.3702402,0.528616663,0.0653835,0.1733619,0.029009,0.0639744,0.1840894,-0.0932454,0,0,False,prueba el alimento dos veces y lo devuelve al pocillo.,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0
3E,29.566,0.266,4.466,1,0,1,0,0,0.08852673,0.04288751,0.08852673,0.08526383,0.0815951,0.1014143,0.08470007,0.07792749,0.04288751,0.04263918,0.04765306,0.1553276,0.1273758,0.1074468,0.09841397,0.163747,"Solo toca el alimento, juega con este y empuja el pocillo. V y A de inicio coinciden con el 0,5 antes de T1",ID10,3E,3,E,0.088296028,0.091245557,0.00988724,0.12085949,-0.00693163,-0.02348681,0.00476555,-0.0478808,-0.5,0,False,"solo toca el alimento, juega con este y empuja el pocillo. v y a de inicio coinciden con el 0,5 antes de t1",1,1,0,0,0,0,1,2,0,0,0,0,0,0,-1,-1,,,,,,0,0,0,0,0,0,0,0,0,0,0
4E,19.133,2.9,13.166,1,0,1,1,0,0.16606,0.09979168,0.1363168,0.1313395,0.1261839,0.08644652,0.1118086,0.1458855,0.4505579,0.3702853,0.3353725,0.08472927,0.1236312,0.2639187,0.1021149,0.2540414,Prueba el alimento y se saca la comida de la boca con las manos.,ID10,4E,4,E,0.125769465,0.247790994,-0.0639451,0.15424972,-0.0101329,0.05943898,-0.1151854,0.17918943,0,0,False,prueba el alimento y se saca la comida de la boca con las manos.,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,,,,,,0,1,0,0,0,0,0,0,0,0,0
5E,10.833,3.033,,1,0,1,1,0,0.1221641,0.05009583,0.5149063,0.5116923,0.4497222,,,,0.6725146,0.7171935,0.7124324,,,,0.1798458,0.3784216,"Lo prueba una vez, lo devuelve al pocillo y juega con este.",ID10,5E,5,E,0.35566614,0.506131586,0.0576817,0.32832577,-0.0651841,,0.0399178,,0,6,False,"lo prueba una vez, lo devuelve al pocillo y juega con este.",1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0
5P,14.266,9.966,,1,0,0,1,0,0.22899,0.1801417,0.3642771,0.4069272,0.3825259,,,,0.4069449,0.5334297,0.614906,,,,0.4329323,0.7232409,"Rechaza primera cucharada, Acepta una segunda dada por ""la tía"".",ID10,5P,5,P,0.3631305,0.49173264,0.2039423,0.5430992,0.0182488,,0.2079611,,0,6,False,"rechaza primera cucharada, acepta una segunda dada por la tía .",1,1,0,0,1,1,0,0,1,2,0,0,0,0,0,0,,,,,,0,0,0,0,0,1,0,1,0,0,0
6E,10.6,,,1,0,0,0,0,0.09181569,0.2628042,,,,,,,,,,,,,0.1164659,0.2821426,Empuja el pocillo y se aleja de quien le ofrece el alimento.,ID10,6E,6,E,0.104140795,0.2724734,0.02465021,0.0193384,,,,,-0.5,12,False,empuja el pocillo y se aleja de quien le ofrece el alimento.,1,2,0,0,0,0,0,0,1,1,0,0,0,0,-2,-2,,,,,,0,0,0,0,0,0,0,0,0,0,0
6P,7.066,,,1,0,0,0,0,0.3514827,0.9621333,,,,,,,,,,,,,0.2944759,0.5409511,"Rechaza cucharadas y se aleja de quien se las da.No hay datos de V y A al final del video, se usaron los de 4,76",ID10,6P,6,P,0.3229793,0.7515422,-0.0570068,-0.4211822,,,,,-0.5,12,True,"rechaza cucharadas y se aleja de quien se las da.no hay datos de v y a al final del video, se usaron los de 4,76",1,2,0,0,0,0,0,0,0,0,0,0,1,1,-2,-2,,,,,,0,0,0,0,0,0,0,1,1,0,0
7E,12.4,0.033,7.733,1,0,1,0,0,0.1341533,0.04383333,,0.1341533,0.1525475,0.1819022,0.2876503,0.3286581,,0.04383333,0.05974424,0.1893299,0.2345093,0.4308387,0.1736554,0.4274192,El video inicia con la niña tocando el alimento. Se registra una segunda tomada de este.,ID10,7E,7,E,0.198960014,0.204215429,0.0395021,0.38358587,,0.1467559,,0.2415088,-0.5,2,False,el video inicia con la niña tocando el alimento. se registra una segunda tomada de este.,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0
7P,3.9,,,1,0,0,0,0,0.1332127,0.3326042,,,,,,,,,,,,,0.2931141,0.4141897,Rechaza la cucharada de papilla volteando la cara y alejandose.,ID10,7P,7,P,0.2131634,0.37339695,0.1599014,0.0815855,,,,,-0.5,12,False,rechaza la cucharada de papilla volteando la cara y alejandose.,1,3,0,0,0,0,0,0,0,0,0,0,0,0,-3,-3,,,,,,0,0,0,0,0,0,0,1,0,0,0
8E,4.633,,,1,0,0,0,0,0.3573974,0.352975,,,,,,,,,,,,,0.119998,0.3623337,Aleja el pocillo sin tocar el alimento.,ID10,8E,8,E,0.2386977,0.35765435,-0.2373994,0.0093587,,,,,-0.5,12,False,aleja el pocillo sin tocar el alimento.,1,1,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,,,,,,0,0,0,0,0,0,0,0,0,0,0
8P,10.166,,,1,0,0,0,0,0.05619821,0.2737167,,,,,,,,,,,,,0.1294312,0.1885809,"Rechaza las cucharadas girando el rostro. No hay datos de V y A al final del video, se usaron los de 8,23",ID10,8P,8,P,0.092814705,0.2311488,0.07323299,-0.0851358,,,,,-0.5,12,True,"rechaza las cucharadas girando el rostro. no hay datos de v y a al final del video, se usaron los de 8,23",1,2,0,0,0,0,0,0,0,0,0,0,1,1,-2,-1,,,,,,0,0,0,0,0,0,0,1,1,0,0
9E,1.7,,,1,0,0,0,0,0.08344078,0.1143792,,,,,,,,,,,,,0.09264832,0.1291271,Devuelve el pocillo sin tocar el alimento.,ID10,9E,9,E,0.08804455,0.12175315,0.00920754,0.0147479,,,,,-0.5,12,False,devuelve el pocillo sin tocar el alimento.,1,1,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,,,,,,0,0,0,0,0,0,0,0,0,0,0
9P,8.333,,,1,0,0,0,0,0.1422833,0.1613334,,,,,,,,,,,,,0.4502593,0.4238342,"Gira la cabeza y se aleja. No recibe cucharadas. No hay datos de V y A al final del video, se usaron los de 6,33",ID10,9P,9,P,0.2962713,0.2925838,0.307976,0.2625008,,,,,-0.5,12,True,"gira la cabeza y se aleja. no recibe cucharadas. no hay datos de v y a al final del video, se usaron los de 6,33",1,3,0,0,1,1,0,0,0,0,0,0,1,1,-2,-2,,,,,,1,0,0,0,0,0,0,1,1,0,0
10E,5.366,2.566,,1,0,1,0,0,0.282034,0.4795958,0.3223003,0.2316153,0.1456016,,,,0.623566,0.6518379,0.5653431,,,,0.09508392,0.287584,Lo toma para devolverlo al pocillo.,ID10,10E,10,E,0.215327024,0.52158536,-0.18695008,-0.1920118,-0.1766987,,-0.0582229,,-0.5,6,False,lo toma para devolverlo al pocillo.,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0
10P,3.333,,,1,0,0,0,0,0.09689812,0.2727042,,,,,,,,,,,,,,,"Rechaza cucharada girando la cara. Solo hay datos los primeros 0,4 segundos.",ID10,10P,10,P,0.09689812,0.2727042,,,,,,,-0.5,14,True,"rechaza cucharada girando la cara. solo hay datos los primeros 0,4 segundos.",1,2,0,0,0,0,0,0,0,0,0,0,0,0,-2,-1,,,,,,0,0,0,0,0,0,0,1,0,0,0
11E,4.966,0.533,,1,0,1,0,0,0.1181861,0.1004542,0.1185218,0.121611,0.110691,,,,0.1010552,0.1215053,0.119387,,,,0.1871884,0.2306463,Solo toca el alimento en el pocillo.,ID10,11E,11,E,0.13123966,0.1346096,0.0690023,0.1301921,-0.0078308,,0.0183318,,-0.5,6,False,solo toca el alimento en el pocillo.,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0
11P,3.9,,,1,0,0,0,0,0.1384444,0.6133708,,,,,,,,,,,,,0.1370841,0.4664963,"Rechaza las cucharadas girando el rostro. No hay datos de V y A al final del video, se usaron los de 2,96",ID10,11P,11,P,0.13776425,0.53993355,-0.0013603,-0.1468745,,,,,-0.5,12,True,"rechaza las cucharadas girando el rostro. no hay datos de v y a al final del video, se usaron los de 2,96",1,2,0,0,0,0,0,0,0,0,0,0,1,1,-2,-1,,,,,,0,0,0,0,0,0,0,1,1,0,0
-,,,,,,,,,,,,,,,,,,,,,,,,,No se grabó el día 12. Estaba llorando y no se separaba de la tía.,ID10,-,,sin_fase,,,,,,,,,,16,False,no se grabó el día 12. estaba llorando y no se separaba de la tía.,0,0,1,2,0,0,0,0,1,1,0,0,1,1,-2,0,,,,,,0,0,1,0,0,0,0,0,1,0,0
13E,24.866,0.666,16.3,0,0,1,1,1,0.3777813,0.7563334,0.3810111,0.3889394,0.3795432,0.3030837,0.2794781,0.2103677,0.7538292,0.7404794,0.7120321,0.4752907,0.4881671,0.4691946,0.2525989,0.4382362,"En T1 prueba sola el alimento, en T2 recibe alimento en la boca",ID10,13E,13,E,0.321600425,0.604195338,-0.1251824,-0.3180972,-0.0014679,-0.092716,-0.0417971,-0.0060961,1,0,False,"en t1 prueba sola el alimento, en t2 recibe alimento en la boca",0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,2,,,,,,0,0,0,0,1,0,0,0,0,0,0
14E,21.733,6.633,9.466,0,0,1,1,1,0.1626113,0.1448292,0.1809751,0.1826161,0.1458408,0.164412,0.1783595,0.1404351,0.4304268,0.4359871,0.4267659,0.3575355,0.3087772,0.2731287,0.1374352,0.3930023,Prueba sola el alimento mas de 2 veces.,ID10,14E,14,E,0.161585638,0.346306588,-0.0251761,0.2481731,-0.0351343,-0.0239769,-0.0036609,-0.0844068,1,0,False,prueba sola el alimento mas de 2 veces.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,,,,,,0,0,0,0,1,0,0,0,0,0,0
15E,29.6,10.166,24.666,1,0,1,1,0,0.1014027,0.265675,0.09435745,0.167367,0.2131429,0.1881227,0.245566,0.2253319,0.2033394,0.3104614,0.3925062,0.3127556,0.4033666,0.4231912,0.209228,0.447542,Solo se pasa el alimento por los labios y cuando se lo dan en la boca lo toma para dejarlo en el pocillo.,ID10,15E,15,E,0.180564831,0.344854675,0.1078253,0.181867,0.11878545,0.0372092,0.1891668,0.1104356,0,0,False,solo se pasa el alimento por los labios y cuando se lo dan en la boca lo toma para dejarlo en el pocillo.,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0
15P,9.633,4.2,,1,1,0,1,0,0.09881022,0.1687083,0.2021878,0.2293323,0.4658347,,,,0.40648,0.4025089,0.3941914,,,,0.3892221,0.4734967,Prueba la punta de una cucharada y llora.,ID10,15P,15,P,0.277077424,0.36907706,0.29041188,0.3047884,0.2636469,,-0.0122886,,-0.5,6,False,prueba la punta de una cucharada y llora.,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,,,,,,0,0,1,0,0,0,0,1,0,0,0
16P,9.166,0.966,,1,1,0,1,0,0.2987133,0.4958917,0.4710391,0.4626113,0.3227941,,,,0.6444631,0.7795191,0.7440954,,,,0.2150588,0.44098,"Recibe una cucharada que le da ""la tía"", escupe la papilla y llora.",ID10,16P,16,P,0.35404332,0.62098986,-0.0836545,-0.0549117,-0.148245,,0.0996323,,-0.5,6,False,"recibe una cucharada que le da la tía , escupe la papilla y llora.",1,1,1,1,1,1,0,0,1,2,0,0,0,0,-1,0,,,,,,0,0,1,0,0,0,0,1,0,0,0
1,25.86,16.9,,0,0,1,1,1,0.1165132,0.0807125,0.1566749,0.1322323,0.1321954,,,,0.265645,0.2843759,0.3130416,,,,0.1503318,0.2243589,Consume la primera prueba durante gran parte del video,ID11,1,1,sin_fase,0.13758952,0.23362678,0.0338186,0.1436464,-0.0244795,,0.0473966,,1,6,False,consume la primera prueba durante gran parte del video,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,2,,,,,,0,0,0,0,0,0,0,0,0,0,0
2,16.43,6.66,,0,0,1,1,1,0.09429527,0.1887167,0.09971736,0.09200459,0.09328405,,,,0.09971736,0.2628197,0.2953565,,,,0.1903713,0.2570737,Consume la primera prueba durante gran parte del video,ID11,2,2,sin_fase,0.113934514,0.220736792,0.09607603,0.068357,-0.00643331,,0.19563914,,1,6,False,consume la primera prueba durante gran parte del video,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,2,,,,,,0,0,0,0,0,0,0,0,0,0,0
3,18.26,11.6,,0,0,1,1,1,0.1052737,0.03699583,0.1198152,0.1150919,0.1923321,,,,0.3635963,0.3513156,0.3535926,,,,0.1689096,0.1263816,Consume la primera prueba durante gran parte del video,ID11,3,3,sin_fase,0.1402845,0.246376386,0.0636359,0.08938577,0.0725169,,-0.0100037,,1,6,False,consume la primera prueba durante gran parte del video,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,2,,,,,,0,0,0,0,0,0,0,0,0,0,0
4,23.66,4.76,12.8,0,0,1,1,1,0.09575192,0.04299584,0.1016846,0.1036644,0.09560243,0.1435432,0.1363723,0.1573119,0.3183672,0.3083792,0.2753376,0.2475303,0.4242715,0.4446328,0.1219185,0.3767492,Come con gusto,ID11,4,4,sin_fase,0.119481156,0.304782955,0.02616658,0.33375336,-0.00608217,0.0137687,-0.0430296,0.1971025,1,0,False,come con gusto,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,1,,,,,,0,0,0,0,0,0,0,0,0,0,0
5,15.36,2.2,10.56,0,0,1,1,1,0.08128358,0.039775,0.1220854,0.1897338,0.4650601,0.172314,0.1537146,0.119609,0.2615545,0.5007074,0.6580111,0.190352,0.5077271,0.6076298,0.2393199,0.5078701,Come con gusto,ID11,5,5,sin_fase,0.192890048,0.409203375,0.15803632,0.4680951,0.3429747,-0.052705,0.3964566,0.4172778,1,0,False,come con gusto,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,1,,,,,,0,0,0,0,0,0,0,0,0,0,0
6,25.71,0.2,17.04,0,0,1,1,1,0.1284411,0.3003583,0.1284411,0.1270432,0.212774,0.1585517,0.2974356,0.2609687,0.3003583,0.3001689,0.4108741,0.1430534,0.42404,0.3883082,0.09956781,0.4429244,Come con gusto,ID11,6,6,sin_fase,0.176652901,0.3387607,-0.02887329,0.1425661,0.0843329,0.102417,0.1105158,0.2452548,1,0,False,come con gusto,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,1,,,,,,0,0,0,0,0,0,0,0,0,0,0
7,25.3,5.43,20.63,0,0,1,1,1,0.1097717,0.016775,0.1746698,0.2075472,0.2673093,0.2473604,0.2160437,0.2020131,0.3926282,0.3848937,0.4437106,0.5969563,0.5582119,0.5196793,0.1407913,0.3624839,Come con gusto,ID11,7,7,sin_fase,0.195688313,0.409417363,0.0310196,0.3457089,0.0926395,-0.0453473,0.0510824,-0.077277,1,0,False,come con gusto,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,1,,,,,,0,0,0,0,0,0,0,0,0,0,0
8,14.63,0.23,,0,0,1,1,1,0.1331609,0.0512375,0.1331609,0.1359888,0.138828,,,,0.0512375,0.05270897,0.05284483,,,,0.1037762,0.453332,Consume la primera prueba durante gran parte del video,ID11,8,8,sin_fase,0.12898296,0.13227216,-0.0293847,0.4020945,0.0056671,,0.00160733,,1,6,False,consume la primera prueba durante gran parte del video,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,2,,,,,,0,0,0,0,0,0,0,0,0,0,0
9,28.63,2.7,,0,0,1,1,1,0.1080291,0.07157917,0.1776039,0.1450954,0.1133238,,,,0.4037602,0.4211364,0.4180135,,,,0.1049051,0.4917015,Consume la primera prueba durante gran parte del video,ID11,9,9,sin_fase,0.12979146,0.361238154,-0.003124,0.42012233,-0.0642801,,0.0142533,,1,6,False,consume la primera prueba durante gran parte del video,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,2,,,,,,0,0,0,0,0,0,0,0,0,0,0
10,13.63,0,,0,0,1,1,1,0.08050117,0.4834459,,0.08050117,0.1093957,,,,,0.4834459,0.4873155,,,,0.1802762,0.4600199,"Parte el video comiendo el alimento, no existe una segunda prueba",ID11,10,10,sin_fase,0.11266856,0.4785568,0.09977503,-0.023426,,,,,1,8,False,"parte el video comiendo el alimento, no existe una segunda prueba",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,,,,,,0,0,0,0,0,0,0,0,0,1,0
11,15.5,3.43,,0,0,1,1,1,0.2521467,0.4829667,,0.1111496,0.143873,,,,,0.3240246,0.3132302,,,,0.1488976,0.3595645,"Los 0,5 segundos antes de la primera prueba no fueron leidos",ID11,11,11,sin_fase,0.164016725,0.3699465,-0.1032491,-0.1234022,,,,,1,8,True,"los 0,5 segundos antes de la primera prueba no fueron leidos",0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,,,,,,0,0,0,0,0,0,0,0,1,0,0
12,19.13,11.83,,0,0,1,1,1,0.7549233,0.7463834,0.1812904,0.1352438,0.1660121,,,,0.2858625,0.2341187,0.2057226,,,,0.09807658,0.4096306,Consume la primera prueba durante gran parte del video,ID11,12,12,sin_fase,0.267109236,0.37634356,-0.65684672,-0.3367528,-0.0152783,,-0.0801399,,1,6,False,consume la primera prueba durante gran parte del video,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,2,,,,,,0,0,0,0,0,0,0,0,0,0,0
13,23.83,2.23,17.46,0,0,1,1,1,0.09027839,0.03139583,0.127509,0.1146514,0.1049016,0.1129685,0.1660096,0.1879942,0.3124669,0.3132051,0.3071504,0.324962,0.3230293,0.3500503,0.1566546,0.3987475,Come con gusto,ID11,13,13,sin_fase,0.132620911,0.295125916,0.06637621,0.36735167,-0.0226074,0.0750257,-0.0053165,0.0250883,1,0,False,come con gusto,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,1,,,,,,0,0,0,0,0,0,0,0,0,0,0
14,32.13,5.73,13.7,0,0,1,1,1,0.13619,0.05735,0.206327,0.1581376,0.1865318,0.260246,0.1906894,0.1609325,0.5752258,0.5216352,0.4770368,0.7879431,0.7032691,0.6235048,0.2201922,0.2596011,Come con gusto,ID11,14,14,sin_fase,0.189905813,0.500695738,0.0840022,0.2022511,-0.0197952,-0.0993135,-0.098189,-0.1644383,1,0,False,come con gusto,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,1,,,,,,0,0,0,0,0,0,0,0,0,0,0
15,13.4,3.43,,0,0,1,1,1,0.07521877,0.006037501,0.1990654,0.2035896,0.1858804,,,,0.6847942,0.6234161,0.5802996,,,,0.1090008,0.3547165,Consume la primera prueba durante gran parte del video,ID11,15,15,sin_fase,0.154550994,0.44985278,0.03378203,0.348678999,-0.013185,,-0.1044946,,1,6,False,consume la primera prueba durante gran parte del video,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,2,,,,,,0,0,0,0,0,0,0,0,0,0,0
16,24.36,4.3,10.8,0,0,1,1,1,0.08222776,0.0142375,0.1331619,0.09945488,0.1169316,0.1703328,0.2841082,0.3309247,0.4657803,0.4372061,0.4100894,0.08405677,0.3270518,0.4690938,0.1140881,0.283566,Come con gusto,ID11,16,16,sin_fase,0.166403743,0.311385209,0.03186034,0.2693285,-0.0162303,0.1605919,-0.0556909,0.38503703,1,0,False,come con gusto,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,1,,,,,,0,0,0,0,0,0,0,0,0,0,0
17,16.33,3.06,,0,0,1,1,1,0.07232368,0.008158334,0.2889375,0.1998075,0.1648137,,,,0.7061829,0.7061636,0.6707883,,,,0.09650695,0.2666984,Consume la primera prueba durante gran parte del video,ID11,17,17,sin_fase,0.164477866,0.471598307,0.02418327,0.258540066,-0.1241238,,-0.0353946,,1,6,False,consume la primera prueba durante gran parte del video,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,2,,,,,,0,0,0,0,0,0,0,0,0,0,0
18,24.5,2.53,21.73,0,0,1,1,1,0.1064316,0.01674167,0.1305292,0.1184404,0.1085932,0.1819203,0.2218274,0.1926615,0.3177393,0.31333,0.3048108,0.3861908,0.3887331,0.3882614,0.122266,0.3099854,Los datos finales del video no fueron leidos,ID11,18,18,sin_fase,0.1478337,0.303224059,0.0158344,0.29324373,-0.021936,0.0107412,-0.0129285,0.0020706,1,0,True,los datos finales del video no fueron leidos,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,,0,0,0,0,0,0,0,0,1,0,0
19,31.23,3.23,19.76,0,0,1,1,1,0.09439922,0.009420834,0.1568554,0.1182656,0.1426211,0.1467733,0.1856564,0.1775353,0.2924298,0.3241828,0.3694673,0.3610771,0.3693815,0.3674133,0.1841191,0.4211835,Come mas de 2 pruebas.,ID11,19,19,sin_fase,0.150778178,0.314319517,0.08971988,0.411762666,-0.0142343,0.030762,0.0770375,0.0063362,1,0,False,come mas de 2 pruebas.,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,2,,,,,,0,0,0,0,0,0,0,0,0,0,0
20,22.83,1.4,19.76,0,0,1,1,1,0.1009742,0.04174583,,0.1009742,0.1384149,0.235048,0.156126,0.1262459,,0.04174583,0.04105771,0.4832124,0.4533736,0.503814,0.1927477,0.5583954,"Los datos del inicio del video no fueron leidos por el programa, tampoco los 0,5 segundos antes ni despues de la primera prueba (los despues fueron considerados los siguientes mas proximos)",ID11,20,20,sin_fase,0.150075843,0.303334967,0.0917735,0.51664957,,-0.1088021,,0.0206016,1,2,True,"los datos del inicio del video no fueron leidos por el programa, tampoco los 0,5 segundos antes ni despues de la primera prueba los despues fueron considerados los siguientes mas proximos",0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,,,,,,0,0,0,0,0,0,0,0,1,0,0
1,22.566,1.44,13.92,1,0,1,0,0,0.1243589,0.09422083,0.09901952,0.09750197,0.1060706,0.2508765,0.2730761,0.3669966,0.09321401,0.2479044,0.3087176,0.4958106,0.4737754,0.5619009,0.1062936,0.3074375,Se lo acerca a la boca pero no lo prueba ,ID12,1,1,sin_fase,0.178024224,0.322872655,-0.0180653,0.21321667,0.00705108,0.1161201,0.21550359,0.0660903,-0.5,0,False,se lo acerca a la boca pero no lo prueba,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,,,,,,0,0,0,0,0,0,0,0,0,0,0
2,5.233,1.06,2.72,1,0,1,0,0,0.1142948,0.4418459,0.1190336,0.1141463,0.1182612,0.1183446,0.1100066,0.104767,0.4324604,0.3808539,0.3265742,0.2827995,0.257592,0.3571825,0.1341784,0.5905024,"primero lo empuja, después lo agarra, pero no prueba  ",ID12,2,2,sin_fase,0.116629062,0.38372635,0.0198836,0.1486565,-0.0007724,-0.0135776,-0.1058862,0.074383,-0.5,0,False,"primero lo empuja, después lo agarra, pero no prueba",1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,-2,,,,,,0,0,0,0,0,0,0,0,0,0,1
3,10.8,0,6.25,1,0,1,0,0,0.0794615,0,,0.0794615,0.08494901,0.09739874,,,,0,0.03922502,0.4675803,,,0.1076322,0.4197339,"Inicia el video con el coliflor en la mano, lo toca con la boca pero no lo prueba ",ID12,3,3,sin_fase,0.08978059,0.185307844,0.0281707,0.4197339,,,,,-0.5,6,False,"inicia el video con el coliflor en la mano, lo toca con la boca pero no lo prueba",1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,-1,,,,,,0,0,0,0,0,0,0,0,0,0,0
